date_from,date_to,district_out,district_in,subscriber_in ,subscriber_out,density_in,density_out,sms_in ,sms_out ,call_in,call_out ,movement 
11/05/2022,17/05/2022,Fuvahmulah,Male,283953,132916,27082,344713,132416010,144123049,1009371,9016624,762244
11/05/2022,17/05/2022,Fuvahmulah,Maafushi,167594,393958,172257,401826,151678680,141664762,863068,7213716,901412
11/05/2022,17/05/2022,Fuvahmulah,Naifaru,366981,45885,234712,73006,251352437,96658500,13314230,4003983,159718
11/05/2022,17/05/2022,Fuvahmulah,Baros,376190,127136,75452,359266,45885093,134028188,6360824,6226858,881778
11/05/2022,17/05/2022,Fuvahmulah,Fuvahmulah,25675,61214,60407,448887,8584155,94088476,10565298,2591451,550657
18/05/2022,24/05/2022,Male,Male,282223,202271,4258,362924,129177776,37671985,11219829,15026326,867704
18/05/2022,24/05/2022,Male,Maafushi,305681,244407,363440,296079,147521154,207793456,7639946,6848968,319068
18/05/2022,24/05/2022,Male,Naifaru,408543,313379,63196,157153,171968017,17376590,9441193,16117774,191361
18/05/2022,24/05/2022,Male,Baros,100449,236058,193124,259592,215970452,79688187,3839963,17985892,457479
18/05/2022,24/05/2022,Male,Fuvahmulah,260336,172267,426739,6913,64919036,162111465,3841903,14030611,511205
18/05/2022,24/05/2022,Maafushi,Male,428832,279234,121244,366950,148124668,208004863,2151505,5555803,432024
18/05/2022,24/05/2022,Maafushi,Maafushi,337440,67191,432892,50867,98023515,192417083,11177427,18703282,706428
18/05/2022,24/05/2022,Maafushi,Naifaru,144203,71596,276663,209555,83408089,192846552,19722168,7419306,893495
18/05/2022,24/05/2022,Maafushi,Baros,290363,62646,398905,216712,56454508,227953117,9183868,2344706,233420
18/05/2022,24/05/2022,Maafushi,Fuvahmulah,58911,432697,222162,299689,137370083,6368279,13665375,16795634,101062
18/05/2022,24/05/2022,Naifaru,Male,87579,335029,47257,434800,51262039,170046515,67973,15348324,545159
18/05/2022,24/05/2022,Naifaru,Maafushi,104358,94892,100017,360825,64400259,66039796,5850719,18613511,432241
18/05/2022,24/05/2022,Naifaru,Naifaru,479650,487852,344521,303146,114843023,229307313,12972119,4282257,724503
18/05/2022,24/05/2022,Naifaru,Baros,33551,234152,247464,365750,129712925,177216429,1088017,5345054,62129
18/05/2022,24/05/2022,Naifaru,Fuvahmulah,9845,456697,340718,326605,132759132,95083041,2532818,13945122,245338
18/05/2022,24/05/2022,Baros,Male,264766,281965,394905,186374,168064819,183309898,13522895,11756904,541679
18/05/2022,24/05/2022,Baros,Maafushi,249798,296019,298506,313068,96241657,60944454,7095950,18875521,327273
18/05/2022,24/05/2022,Baros,Naifaru,455069,184223,201109,137660,5158133,72133702,5547510,4617779,746083
18/05/2022,24/05/2022,Baros,Baros,423988,2217,4938,399344,123439111,57046030,15028082,16907160,64339
18/05/2022,24/05/2022,Baros,Fuvahmulah,86460,422151,381722,313778,216240747,128741720,19065242,5977245,921275
18/05/2022,24/05/2022,Fuvahmulah,Male,318118,157400,236598,186357,79320629,41954332,7141079,8367718,796103
18/05/2022,24/05/2022,Fuvahmulah,Maafushi,21210,454588,340135,449138,243345236,147254604,16541367,6932183,351265
18/05/2022,24/05/2022,Fuvahmulah,Naifaru,123402,8038,111819,273276,129760061,249141116,18799547,9394525,425647
18/05/2022,24/05/2022,Fuvahmulah,Baros,68344,216152,314730,118883,56617251,31474740,10729335,13813891,346314
18/05/2022,24/05/2022,Fuvahmulah,Fuvahmulah,482091,31853,341446,47604,77564448,211909707,4616939,1165223,976704
25/05/2022,31/05/2022,Male,Male,319404,108146,39827,354312,74207930,46066626,8197343,9607541,436163
25/05/2022,31/05/2022,Male,Maafushi,257119,408139,80030,202847,176887912,199225762,9032732,901827,567427
25/05/2022,31/05/2022,Male,Naifaru,246188,389906,423957,241728,170109515,64309854,4124448,6606795,850172
25/05/2022,31/05/2022,Male,Baros,260846,89212,308993,486725,166703658,1828292,883249,19492207,321878
25/05/2022,31/05/2022,Male,Fuvahmulah,496037,355106,385849,266275,44857733,115225511,149460,3003174,14414
25/05/2022,31/05/2022,Maafushi,Male,173855,211904,250236,257851,219179860,26530824,17397833,6451797,575163
25/05/2022,31/05/2022,Maafushi,Maafushi,263815,325287,238896,364060,227121170,78064550,17908627,17488632,139194
25/05/2022,31/05/2022,Maafushi,Naifaru,84093,289483,401850,330833,138654500,109523000,4577239,13954807,768676
25/05/2022,31/05/2022,Maafushi,Baros,82658,4624,76489,111400,54746533,52927075,1377408,2244970,745516
25/05/2022,31/05/2022,Maafushi,Fuvahmulah,95340,409410,188939,365976,88665734,76123319,11146767,9298116,462701
25/05/2022,31/05/2022,Naifaru,Male,407083,453687,442875,397801,129379008,159919548,10940245,8716600,278193
25/05/2022,31/05/2022,Naifaru,Maafushi,487511,23615,399392,265483,202139604,142253267,13108018,10110463,984395
25/05/2022,31/05/2022,Naifaru,Naifaru,63091,444365,66665,424376,232163037,63530818,4732631,1676117,710745
25/05/2022,31/05/2022,Naifaru,Baros,60619,111921,354019,487013,248675107,199836458,5552359,9783213,876933
25/05/2022,31/05/2022,Naifaru,Fuvahmulah,421638,385269,424867,341132,5953001,7829011,2046238,5716632,669111
25/05/2022,31/05/2022,Baros,Male,366631,340791,31689,155956,2529566,16917897,7521004,9704743,116751
25/05/2022,31/05/2022,Baros,Maafushi,41986,387236,423106,206922,34066796,101180140,9612739,14147107,764241
25/05/2022,31/05/2022,Baros,Naifaru,33768,159885,25189,363168,70831078,75771924,8619975,13624116,303922
25/05/2022,31/05/2022,Baros,Baros,151053,438990,376172,286382,18928987,249927398,2766584,12552396,601775
25/05/2022,31/05/2022,Baros,Fuvahmulah,254625,29845,100708,241058,140566406,57677899,8264041,1751320,909711
25/05/2022,31/05/2022,Fuvahmulah,Male,29889,151287,103877,134842,234940511,93311614,8528012,1644753,717948
25/05/2022,31/05/2022,Fuvahmulah,Maafushi,415085,363124,383002,137815,37209263,97808631,18550184,18862875,659704
25/05/2022,31/05/2022,Fuvahmulah,Naifaru,233571,480154,429143,219898,69676841,218424155,12094802,642381,113376
25/05/2022,31/05/2022,Fuvahmulah,Baros,229734,129583,385379,349546,38368308,244657491,9840215,11728283,961484
25/05/2022,31/05/2022,Fuvahmulah,Fuvahmulah,206679,469188,93773,285131,51566157,123740969,5762214,942288,461436
01/06/2022,07/06/2022,Male,Male,119106,379431,412083,243691,80272943,73270074,12766353,3761942,829297
01/06/2022,07/06/2022,Male,Maafushi,245626,321854,460243,469912,112508826,36172204,13413846,1885568,583947
01/06/2022,07/06/2022,Male,Naifaru,369352,430149,384022,137446,141432232,185621901,7807159,15355505,646831
01/06/2022,07/06/2022,Male,Baros,457892,209205,390669,227524,193209724,33157586,12588291,3212610,645046
01/06/2022,07/06/2022,Male,Fuvahmulah,495681,181865,218478,125314,27000674,56619239,8943397,14110491,971442
01/06/2022,07/06/2022,Maafushi,Male,144004,411501,160768,488562,106912574,235634853,3209191,7827638,307748
01/06/2022,07/06/2022,Maafushi,Maafushi,1341,357675,165227,450095,203721665,129040033,2359999,5463231,419441
01/06/2022,07/06/2022,Maafushi,Naifaru,470718,419868,32111,335719,15448793,81988764,386557,4160582,627094
01/06/2022,07/06/2022,Maafushi,Baros,341683,471269,35813,331211,230779198,37924393,5630358,8986116,845806
01/06/2022,07/06/2022,Maafushi,Fuvahmulah,368953,97162,479088,408647,11867523,133859128,12664529,12079168,175907
01/06/2022,07/06/2022,Naifaru,Male,342582,496470,486693,61380,100127176,201331158,57079,12068040,735984
01/06/2022,07/06/2022,Naifaru,Maafushi,484892,388944,210129,167400,8590435,112583669,10612867,17081850,174986
01/06/2022,07/06/2022,Naifaru,Naifaru,315261,78290,381383,33046,74323993,89987216,8855519,5077130,25595
01/06/2022,07/06/2022,Naifaru,Baros,396844,70545,156195,482464,19329054,131673780,4631998,15836302,500262
01/06/2022,07/06/2022,Naifaru,Fuvahmulah,126541,79975,313067,467831,67752508,84550440,8571697,13329176,252971
01/06/2022,07/06/2022,Baros,Male,477230,452669,252016,111766,108256893,3093345,7619226,10793994,538705
01/06/2022,07/06/2022,Baros,Maafushi,476484,102977,112102,366836,155073191,192540545,3979393,19893893,459683
01/06/2022,07/06/2022,Baros,Naifaru,237045,462530,258703,139277,42402179,27824569,9732643,14268524,197774
01/06/2022,07/06/2022,Baros,Baros,141270,293264,361804,209598,156112938,207546957,1056932,572947,477613
01/06/2022,07/06/2022,Baros,Fuvahmulah,498703,199112,315112,22514,147319840,182101056,17286250,16704816,747090
01/06/2022,07/06/2022,Fuvahmulah,Male,316809,284320,48999,310037,59643671,140782857,15531916,19491568,853763
01/06/2022,07/06/2022,Fuvahmulah,Maafushi,171397,186690,124054,174621,91049273,215640769,11089126,3445168,778410
01/06/2022,07/06/2022,Fuvahmulah,Naifaru,198412,151587,96429,396128,80478872,38420663,13646976,19384682,221297
01/06/2022,07/06/2022,Fuvahmulah,Baros,427310,252650,461225,255955,130060941,241588955,18710709,9709844,647648
01/06/2022,07/06/2022,Fuvahmulah,Fuvahmulah,148915,489515,439506,120528,11261922,90930771,3732192,16136464,126276
08/06/2022,14/06/2022,Male,Male,257045,142769,420665,483737,93332555,72305702,12854517,5144868,266844
08/06/2022,14/06/2022,Male,Maafushi,218013,490339,191022,241748,250346909,189281278,12589643,17425882,856711
08/06/2022,14/06/2022,Male,Naifaru,310486,473934,479710,334857,23509612,240921093,9875490,18356008,368743
08/06/2022,14/06/2022,Male,Baros,193458,274830,453852,18487,105423580,26001361,9651174,15097494,902743
08/06/2022,14/06/2022,Male,Fuvahmulah,243690,498854,266097,314780,250692952,205909547,18719757,8383520,643165
08/06/2022,14/06/2022,Maafushi,Male,300095,161744,111237,433386,67001253,72576790,12478192,13571120,278728
08/06/2022,14/06/2022,Maafushi,Maafushi,283457,39923,318529,208371,221912829,41340691,16312315,18003636,528697
08/06/2022,14/06/2022,Maafushi,Naifaru,275838,187224,136624,381491,186100126,197828460,5981436,3187658,860783
08/06/2022,14/06/2022,Maafushi,Baros,52397,105820,213259,230838,28750259,161348211,8482461,12631577,828027
08/06/2022,14/06/2022,Maafushi,Fuvahmulah,268517,258374,306565,299896,192011338,237914935,989198,5412172,426661
08/06/2022,14/06/2022,Naifaru,Male,227754,478746,190459,281989,167364663,146966461,15195885,17343420,987468
08/06/2022,14/06/2022,Naifaru,Maafushi,263173,2953,112196,362292,68581600,208742939,10354987,18052291,9112
08/06/2022,14/06/2022,Naifaru,Naifaru,325242,488633,349036,398477,198639353,219518634,7242469,3715914,908643
08/06/2022,14/06/2022,Naifaru,Baros,202610,26525,241242,95646,241137826,7133231,3770693,1757751,75254
08/06/2022,14/06/2022,Naifaru,Fuvahmulah,464818,496200,348126,413667,124274667,141414068,13088636,18421289,758642
08/06/2022,14/06/2022,Baros,Male,328332,274405,198358,401536,69765011,138985106,16388127,17562397,858762
08/06/2022,14/06/2022,Baros,Maafushi,42766,472331,485022,271814,170546564,53246453,4098655,357431,484179
08/06/2022,14/06/2022,Baros,Naifaru,162821,300215,123095,318817,129189473,139436096,18470807,17977103,985786
08/06/2022,14/06/2022,Baros,Baros,116471,87051,25726,189758,191932883,175385208,12018994,3074449,359358
08/06/2022,14/06/2022,Baros,Fuvahmulah,158201,40762,133532,424546,69422589,98166402,13354207,3069256,55280
08/06/2022,14/06/2022,Fuvahmulah,Male,459653,91499,46900,259042,238454559,234821499,6685078,6204000,536565
08/06/2022,14/06/2022,Fuvahmulah,Maafushi,447927,417079,212947,119238,235954300,79164487,13317624,18518161,712542
08/06/2022,14/06/2022,Fuvahmulah,Naifaru,223718,494796,331867,483049,17377555,128176323,18464770,6892638,490467
08/06/2022,14/06/2022,Fuvahmulah,Baros,146024,390168,290499,331513,57299628,47877630,13318415,11396116,506698
08/06/2022,14/06/2022,Fuvahmulah,Fuvahmulah,334765,314164,248982,78262,236949786,96169333,15176680,12512537,37274
15/06/2022,21/06/2022,Male,Male,228824,440012,326446,360557,123749215,144218712,16488503,3673653,590235
15/06/2022,21/06/2022,Male,Maafushi,45524,457503,220631,212145,11221877,182544657,4758904,17043469,831962
15/06/2022,21/06/2022,Male,Naifaru,36402,434454,221497,273642,106842429,109962079,6118348,18410892,174710
15/06/2022,21/06/2022,Male,Baros,113371,406447,193302,178587,216137614,237012250,2693205,7644891,682582
15/06/2022,21/06/2022,Male,Fuvahmulah,327752,258596,5829,93217,225518398,238012534,7912772,2466428,258498
15/06/2022,21/06/2022,Maafushi,Male,184075,66901,75513,196352,68207479,139929998,10432129,6361118,201045
15/06/2022,21/06/2022,Maafushi,Maafushi,21631,323171,405009,419479,168363426,131444692,15570008,9365954,9804
15/06/2022,21/06/2022,Maafushi,Naifaru,332646,175398,127010,39186,101090566,34974546,8012733,5435949,64564
15/06/2022,21/06/2022,Maafushi,Baros,493541,397693,164279,417348,55377372,156573262,248590,4024381,768961
15/06/2022,21/06/2022,Maafushi,Fuvahmulah,145891,250770,317897,296671,44725331,72004677,16627628,8898625,679177
15/06/2022,21/06/2022,Naifaru,Male,213844,134381,53334,384739,53600547,190815708,9285340,3735420,986101
15/06/2022,21/06/2022,Naifaru,Maafushi,301292,467289,186641,200862,224444693,5520727,17110293,6909525,996778
15/06/2022,21/06/2022,Naifaru,Naifaru,306152,157674,129998,428499,15124050,164992082,5624183,16595653,594925
15/06/2022,21/06/2022,Naifaru,Baros,126161,61482,130212,230127,86565327,7883657,15804320,11250621,309175
15/06/2022,21/06/2022,Naifaru,Fuvahmulah,97682,9915,199378,297412,175828038,249446589,4936660,2634990,642449
15/06/2022,21/06/2022,Baros,Male,462036,241398,157425,482692,154634532,25734016,1032,726452,513009
15/06/2022,21/06/2022,Baros,Maafushi,197290,120068,364748,314831,131157150,32095245,13409539,12822492,254236
15/06/2022,21/06/2022,Baros,Naifaru,102155,382447,498068,138116,109487385,51478359,13550083,14278362,470556
15/06/2022,21/06/2022,Baros,Baros,30998,486026,482064,479559,195294214,20446837,4984265,5488775,164358
15/06/2022,21/06/2022,Baros,Fuvahmulah,113874,187915,225775,416467,198106212,50496971,16021037,19269383,504765
15/06/2022,21/06/2022,Fuvahmulah,Male,214472,293511,210957,285304,117230320,167429697,2726423,10508630,936635
15/06/2022,21/06/2022,Fuvahmulah,Maafushi,66631,437093,460339,444405,183964385,77449909,13956693,13252988,608878
15/06/2022,21/06/2022,Fuvahmulah,Naifaru,225868,466785,219834,480342,33813791,52256961,12200382,8439568,296182
15/06/2022,21/06/2022,Fuvahmulah,Baros,2032,299513,101447,407310,219542062,188795143,16517175,18641031,656020
15/06/2022,21/06/2022,Fuvahmulah,Fuvahmulah,132764,493600,95329,464131,122285025,112046484,13688364,18864506,404893
22/06/2022,28/06/2022,Male,Male,221858,359518,130664,124367,71905130,42981086,3411390,4501146,215122
22/06/2022,28/06/2022,Male,Maafushi,290190,493656,47608,415504,121798038,32773043,540783,412012,68720
22/06/2022,28/06/2022,Male,Naifaru,367040,462920,279884,18234,87278260,2682802,18639584,15232075,831755
22/06/2022,28/06/2022,Male,Baros,50451,112258,230398,38656,227833169,216506458,3068153,2174531,80596
22/06/2022,28/06/2022,Male,Fuvahmulah,304732,32393,141009,268709,12765061,250869463,18526759,4946652,519667
22/06/2022,28/06/2022,Maafushi,Male,354832,429699,422934,226155,73981234,137007243,14378136,7841013,116576
22/06/2022,28/06/2022,Maafushi,Maafushi,138009,442623,357792,451620,241571003,75044797,11306478,19896653,259819
22/06/2022,28/06/2022,Maafushi,Naifaru,228759,309542,450111,403566,131200587,7710311,18329317,5628904,432223
22/06/2022,28/06/2022,Maafushi,Baros,50298,360403,60949,434046,208873348,58383641,12885940,11729139,763341
22/06/2022,28/06/2022,Maafushi,Fuvahmulah,134779,469010,310818,481613,49151244,232771124,13422847,16578646,469831
22/06/2022,28/06/2022,Naifaru,Male,314818,468674,274798,150624,130874435,200234407,12292051,4490520,665779
22/06/2022,28/06/2022,Naifaru,Maafushi,481122,336650,48781,277535,85109860,249642145,10020586,1442706,808256
22/06/2022,28/06/2022,Naifaru,Naifaru,82332,439740,451056,132742,243913883,227874567,5324593,6771755,590603
22/06/2022,28/06/2022,Naifaru,Baros,240941,47861,393032,180980,16970947,133202545,17441453,15872696,132993
22/06/2022,28/06/2022,Naifaru,Fuvahmulah,351951,370903,231812,233815,105700412,132151677,19488816,13404338,996370
22/06/2022,28/06/2022,Baros,Male,94086,311514,80377,223523,71557980,200131488,4126140,209524,686611
22/06/2022,28/06/2022,Baros,Maafushi,84921,343946,463748,134568,203321157,209696841,4267019,17319832,805142
22/06/2022,28/06/2022,Baros,Naifaru,390151,129364,459038,255188,208782688,207999697,17173337,2327566,844486
22/06/2022,28/06/2022,Baros,Baros,71235,334002,193361,280834,41779945,249954579,3721726,11910650,371688
22/06/2022,28/06/2022,Baros,Fuvahmulah,53786,170249,32005,335214,222763394,24788452,19223201,19615257,362435
22/06/2022,28/06/2022,Fuvahmulah,Male,197382,87500,139368,160334,101472515,242951434,5367650,5336344,237652
22/06/2022,28/06/2022,Fuvahmulah,Maafushi,306034,483430,476113,66453,103537706,172018186,11179798,12097329,890998
22/06/2022,28/06/2022,Fuvahmulah,Naifaru,86018,251779,254181,283838,39525806,222843919,964427,6498050,208696
22/06/2022,28/06/2022,Fuvahmulah,Baros,49816,261442,198530,351045,51502537,104269487,4663581,11773778,227638
22/06/2022,28/06/2022,Fuvahmulah,Fuvahmulah,127912,59591,145295,372620,233795971,177245416,5122030,13568727,605773
29/06/2022,05/07/2022,Male,Male,330420,232712,483661,454251,35505872,108210886,8016537,19214902,432722
29/06/2022,05/07/2022,Male,Maafushi,373787,449115,469309,88035,103458533,224951513,1741019,14886717,235937
29/06/2022,05/07/2022,Male,Naifaru,434542,123559,454775,229873,212951963,37849390,1496962,19465473,593177
29/06/2022,05/07/2022,Male,Baros,152112,243604,384437,36779,75766650,75249590,3638781,17984449,460106
29/06/2022,05/07/2022,Male,Fuvahmulah,92270,237251,442580,219866,59720966,50305663,19347424,1273604,720991
29/06/2022,05/07/2022,Maafushi,Male,455846,35657,464197,348626,130622884,223950544,7309114,9277856,588015
29/06/2022,05/07/2022,Maafushi,Maafushi,254211,388433,458489,205106,67053852,76630517,17711648,12186432,272982
29/06/2022,05/07/2022,Maafushi,Naifaru,30154,462682,7140,226953,211811723,84261256,476789,14535704,49933
29/06/2022,05/07/2022,Maafushi,Baros,163427,311849,30460,288931,97695931,76132568,520764,6114128,657677
29/06/2022,05/07/2022,Maafushi,Fuvahmulah,462696,62186,417879,268026,17331805,204547402,11999102,4523986,250390
29/06/2022,05/07/2022,Naifaru,Male,36135,489411,119126,318184,109016826,35038320,4757174,15590677,75450
29/06/2022,05/07/2022,Naifaru,Maafushi,140987,261123,265316,447536,121190917,31031498,8301418,18359029,116644
29/06/2022,05/07/2022,Naifaru,Naifaru,445542,416278,59384,312339,68770215,235133983,8592286,11739137,381303
29/06/2022,05/07/2022,Naifaru,Baros,455845,282115,196710,70810,87557298,26285802,6403502,1397922,251902
29/06/2022,05/07/2022,Naifaru,Fuvahmulah,205387,418613,297078,318422,178738613,37149340,11501255,15165021,320544
29/06/2022,05/07/2022,Baros,Male,167312,227281,312977,287396,37734602,142509974,267732,5324774,876908
29/06/2022,05/07/2022,Baros,Maafushi,396042,274016,171768,249189,97282279,95078510,8935849,1391016,523935
29/06/2022,05/07/2022,Baros,Naifaru,128655,19721,315403,160331,68951335,167748960,5609094,8979238,244030
29/06/2022,05/07/2022,Baros,Baros,403630,366709,87146,427151,160260993,27241581,14300527,6284934,591771
29/06/2022,05/07/2022,Baros,Fuvahmulah,184144,249680,364518,265435,99750268,44780296,3298603,13590592,151401
29/06/2022,05/07/2022,Fuvahmulah,Male,132606,169004,220125,422550,90414369,78273096,13607333,12850410,358047
29/06/2022,05/07/2022,Fuvahmulah,Maafushi,382867,446908,66482,161778,21384219,115526386,13717602,9764577,177923
29/06/2022,05/07/2022,Fuvahmulah,Naifaru,190135,130582,187772,126155,129437133,221375083,13938014,17850680,190897
29/06/2022,05/07/2022,Fuvahmulah,Baros,217742,464271,493190,340903,117709652,122626345,5504598,10257587,56287
29/06/2022,05/07/2022,Fuvahmulah,Fuvahmulah,3827,289893,474325,76365,147224708,5904938,5507461,6472498,57302
06/07/2022,12/07/2022,Male,Male,454518,236463,185009,50776,41219171,119326498,19281241,18219823,20716
06/07/2022,12/07/2022,Male,Maafushi,383122,361741,194685,282475,192360198,82275126,16414573,14180742,802761
06/07/2022,12/07/2022,Male,Naifaru,188808,144691,116072,455965,54413506,7584569,3245347,3081237,938201
06/07/2022,12/07/2022,Male,Baros,350871,349817,84019,470038,247937632,176159620,10218209,7435177,985716
06/07/2022,12/07/2022,Male,Fuvahmulah,115846,323485,65725,284005,120892063,60195612,8254011,18703070,793039
06/07/2022,12/07/2022,Maafushi,Male,482881,171309,341089,456187,250048724,3794883,18322016,8440766,439611
06/07/2022,12/07/2022,Maafushi,Maafushi,234230,489901,26352,127399,129019866,244964941,7271111,8357344,698134
06/07/2022,12/07/2022,Maafushi,Naifaru,291282,62814,214801,315432,247030152,156690858,19748427,18854493,948788
06/07/2022,12/07/2022,Maafushi,Baros,39147,250037,370795,161747,182678597,205763998,7637752,10362608,625513
06/07/2022,12/07/2022,Maafushi,Fuvahmulah,278769,228937,198903,192069,167173294,165954823,14218061,15983427,2708
06/07/2022,12/07/2022,Naifaru,Male,455482,15339,160802,224263,250749319,85477268,8774839,13339893,409824
06/07/2022,12/07/2022,Naifaru,Maafushi,470388,110252,132624,482506,134557431,187482904,6612206,1283872,663724
06/07/2022,12/07/2022,Naifaru,Naifaru,163845,11190,313756,131511,76115911,162235478,3703324,6266187,941304
06/07/2022,12/07/2022,Naifaru,Baros,92409,57954,926,50431,167859818,34979889,16844776,16318267,799737
06/07/2022,12/07/2022,Naifaru,Fuvahmulah,246302,302659,159071,466303,81785855,4260839,12929633,14900250,49825
06/07/2022,12/07/2022,Baros,Male,123397,344997,443560,88781,55101444,5602332,13600395,2377763,153584
06/07/2022,12/07/2022,Baros,Maafushi,214672,156907,90980,434078,67299464,193014652,7444827,7852339,468760
06/07/2022,12/07/2022,Baros,Naifaru,232124,286412,370882,217392,123089863,71006114,6517742,16854733,966776
06/07/2022,12/07/2022,Baros,Baros,203309,297326,135618,301729,214298078,176312128,14778092,2743170,702504
06/07/2022,12/07/2022,Baros,Fuvahmulah,289137,388752,257270,402702,78584050,49769119,15266741,17372413,113853
06/07/2022,12/07/2022,Fuvahmulah,Male,465656,71883,192536,256760,62849765,100041918,388628,134297,792752
06/07/2022,12/07/2022,Fuvahmulah,Maafushi,159772,111889,349643,115658,165838785,193213676,14331319,14116992,701127
06/07/2022,12/07/2022,Fuvahmulah,Naifaru,17957,264577,100418,499401,102979778,18077609,13974963,18110027,276196
06/07/2022,12/07/2022,Fuvahmulah,Baros,238684,53533,360521,231201,157884376,160157773,8689133,10084504,338045
06/07/2022,12/07/2022,Fuvahmulah,Fuvahmulah,451224,343087,68858,497672,128368558,122207909,9915859,2612769,834942
13/07/2022,19/07/2022,Male,Male,223035,385285,22179,290833,105023212,249176014,14309329,1591813,32939
13/07/2022,19/07/2022,Male,Maafushi,23137,183547,194432,333779,222393752,100234177,966033,12252524,74987
13/07/2022,19/07/2022,Male,Naifaru,119217,99165,274151,294622,167104564,72290609,7168355,6813322,752927
13/07/2022,19/07/2022,Male,Baros,373332,28765,404308,157576,98540790,32201594,14379827,7941143,576877
13/07/2022,19/07/2022,Male,Fuvahmulah,18445,36483,350351,444997,225289971,187065916,9395694,2965084,201896
13/07/2022,19/07/2022,Maafushi,Male,31039,62122,453680,412052,37651807,186421485,19461272,8716080,816487
13/07/2022,19/07/2022,Maafushi,Maafushi,144967,258628,452190,84656,185258586,8997360,12521068,19843746,883139
13/07/2022,19/07/2022,Maafushi,Naifaru,189327,201763,284016,201236,62523373,22420424,673154,19557495,818856
13/07/2022,19/07/2022,Maafushi,Baros,337506,378229,396264,438510,212109469,41687176,8247700,15052046,140384
13/07/2022,19/07/2022,Maafushi,Fuvahmulah,372440,251046,170781,79795,239999559,42484327,11374625,12596768,130981
13/07/2022,19/07/2022,Naifaru,Male,173092,96093,471769,366402,219763505,170185118,15586230,17894399,617683
13/07/2022,19/07/2022,Naifaru,Maafushi,93314,240817,366911,212012,229642635,167653293,4491946,15797433,551091
13/07/2022,19/07/2022,Naifaru,Naifaru,46793,223217,403880,245847,209108949,140801288,16952026,13434376,990303
13/07/2022,19/07/2022,Naifaru,Baros,79094,84621,243852,346765,198613664,48892089,7349640,8760685,332613
13/07/2022,19/07/2022,Naifaru,Fuvahmulah,442974,234455,283746,188326,71754446,153892014,15229658,878518,932866
13/07/2022,19/07/2022,Baros,Male,60586,326402,436909,470164,239896400,232534362,19936752,9249036,36689
13/07/2022,19/07/2022,Baros,Maafushi,325507,60551,295383,326925,58483723,70524360,6155655,11774306,537916
13/07/2022,19/07/2022,Baros,Naifaru,264416,83278,231508,441104,236542764,160128864,3688486,13335101,562335
13/07/2022,19/07/2022,Baros,Baros,188099,170162,62214,193314,168851825,71655374,10254004,17140306,291684
13/07/2022,19/07/2022,Baros,Fuvahmulah,272498,287729,109475,146315,205573344,81683467,4791815,9858327,834085
13/07/2022,19/07/2022,Fuvahmulah,Male,369579,228143,3264,4327,208845655,264827,18754613,17506911,885535
13/07/2022,19/07/2022,Fuvahmulah,Maafushi,170717,368129,345793,435709,153132847,86154799,9381141,9016636,676250
13/07/2022,19/07/2022,Fuvahmulah,Naifaru,11228,246702,78333,157658,193634293,241871767,7773615,16913079,169743
13/07/2022,19/07/2022,Fuvahmulah,Baros,361539,109940,186563,132003,5867526,178523347,10140482,10451141,126501
13/07/2022,19/07/2022,Fuvahmulah,Fuvahmulah,301884,303040,446188,65270,179145456,34682937,3445303,13914166,879557
20/07/2022,26/07/2022,Male,Male,244608,23213,424633,220386,192789398,159911626,10862008,14986240,914804
20/07/2022,26/07/2022,Male,Maafushi,299304,302907,110269,167203,106567435,172075336,18178190,1367754,848614
20/07/2022,26/07/2022,Male,Naifaru,55939,492474,399924,130981,33975218,79780551,871835,3725676,875394
20/07/2022,26/07/2022,Male,Baros,210003,249518,476565,186513,163586524,56585337,86710,17654662,890841
20/07/2022,26/07/2022,Male,Fuvahmulah,490608,261096,28,64967,246552681,115059706,7226910,2292603,771037
20/07/2022,26/07/2022,Maafushi,Male,231086,333885,99194,73440,43254403,27256705,18324068,8527694,546048
20/07/2022,26/07/2022,Maafushi,Maafushi,123386,478739,332549,389405,220127514,123978303,14187787,16798589,75040
20/07/2022,26/07/2022,Maafushi,Naifaru,152256,23498,213944,322933,96581073,61649596,16213064,12758203,585201
20/07/2022,26/07/2022,Maafushi,Baros,271338,261765,312526,414288,202319620,119863490,1817219,6965622,163169
20/07/2022,26/07/2022,Maafushi,Fuvahmulah,436624,130404,406268,193064,146660796,114840238,9749046,11666342,474042
20/07/2022,26/07/2022,Naifaru,Male,321448,174096,51062,208560,148745814,210806573,3859694,10263124,550572
20/07/2022,26/07/2022,Naifaru,Maafushi,372012,82106,315086,299054,37674467,127665868,6528529,8729495,160703
20/07/2022,26/07/2022,Naifaru,Naifaru,269754,499519,380899,52686,216780490,101676003,1201544,11806165,667393
20/07/2022,26/07/2022,Naifaru,Baros,469088,256602,310198,145982,240969105,238979711,3976316,634172,527158
20/07/2022,26/07/2022,Naifaru,Fuvahmulah,275022,154363,64281,265007,61667163,69771455,13266285,10575325,735487
20/07/2022,26/07/2022,Baros,Male,360799,40027,349995,172027,15035794,33415906,3543347,14786150,117060
20/07/2022,26/07/2022,Baros,Maafushi,249363,216518,301227,240337,203329,1803714,6249320,12889215,810060
20/07/2022,26/07/2022,Baros,Naifaru,98756,314769,182310,81664,219763267,244492249,597284,9904680,613500
