date_from,date_to,district_in,district_out,district_in_encoded,district_out_encoded,density,subscribers,sms_in ,sms_out ,call_in,call_out ,movement ,average_call_duration
13/07/2022,19/07/2022,Maafushi,Maafushi,Portico,Portico,605,94457,185258586,8997360,12521068,19843746,449,674
13/07/2022,19/07/2022,Maafushi,Naifaru,Portico,Metromic,605,94457,62523373,22420424,673154,19557495,112,822
13/07/2022,19/07/2022,Maafushi,Baros,Portico,Stonewall,605,94457,212109469,41687176,8247700,15052046,265,578
13/07/2022,19/07/2022,Maafushi,Fuvahmulah,Portico,Seabrook,605,94457,239999559,42484327,11374625,12596768,123,77
13/07/2022,19/07/2022,Naifaru,Male,Metromic,Cremont,1665,199129,219763505,170185118,15586230,17894399,357,719
13/07/2022,19/07/2022,Naifaru,Maafushi,Metromic,Portico,1665,199129,229642635,167653293,4491946,15797433,117,540
13/07/2022,19/07/2022,Naifaru,Naifaru,Metromic,Metromic,1665,199129,209108949,140801288,16952026,13434376,289,331
13/07/2022,19/07/2022,Naifaru,Baros,Metromic,Stonewall,1665,199129,198613664,48892089,7349640,8760685,16,262
13/07/2022,19/07/2022,Naifaru,Fuvahmulah,Metromic,Seabrook,1665,199129,71754446,153892014,15229658,878518,434,525
13/07/2022,19/07/2022,Baros,Male,Stonewall,Cremont,1110,420452,239896400,232534362,19936752,9249036,180,160
13/07/2022,19/07/2022,Baros,Maafushi,Stonewall,Portico,1110,420452,58483723,70524360,6155655,11774306,466,554
13/07/2022,19/07/2022,Baros,Naifaru,Stonewall,Metromic,1110,420452,236542764,160128864,3688486,13335101,417,335
13/07/2022,19/07/2022,Baros,Baros,Stonewall,Stonewall,1110,420452,168851825,71655374,10254004,17140306,309,229
13/07/2022,19/07/2022,Baros,Fuvahmulah,Stonewall,Seabrook,1110,420452,205573344,81683467,4791815,9858327,434,500
13/07/2022,19/07/2022,Fuvahmulah,Male,Seabrook,Cremont,632,174713,208845655,264827,18754613,17506911,233,415
13/07/2022,19/07/2022,Fuvahmulah,Maafushi,Seabrook,Portico,632,174713,153132847,86154799,9381141,9016636,60,666
13/07/2022,19/07/2022,Fuvahmulah,Naifaru,Seabrook,Metromic,632,174713,193634293,241871767,7773615,16913079,42,812
13/07/2022,19/07/2022,Fuvahmulah,Baros,Seabrook,Stonewall,632,174713,5867526,178523347,10140482,10451141,115,874
13/07/2022,19/07/2022,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,632,174713,179145456,34682937,3445303,13914166,404,705
20/07/2022,26/07/2022,Male,Male,Cremont,Cremont,932,355161,192789398,159911626,10862008,14986240,199,743
20/07/2022,26/07/2022,Male,Maafushi,Cremont,Portico,932,355161,106567435,172075336,18178190,1367754,243,131
20/07/2022,26/07/2022,Male,Naifaru,Cremont,Metromic,932,355161,33975218,79780551,871835,3725676,161,625
20/07/2022,26/07/2022,Male,Baros,Cremont,Stonewall,932,355161,163586524,56585337,86710,17654662,97,692
20/07/2022,26/07/2022,Male,Fuvahmulah,Cremont,Seabrook,932,355161,246552681,115059706,7226910,2292603,174,399
20/07/2022,26/07/2022,Maafushi,Male,Portico,Cremont,412,76629,43254403,27256705,18324068,8527694,490,58
20/07/2022,26/07/2022,Maafushi,Maafushi,Portico,Portico,412,76629,220127514,123978303,14187787,16798589,317,775
20/07/2022,26/07/2022,Maafushi,Naifaru,Portico,Metromic,412,76629,96581073,61649596,16213064,12758203,400,353
20/07/2022,26/07/2022,Maafushi,Baros,Portico,Stonewall,412,76629,202319620,119863490,1817219,6965622,9,112
20/07/2022,26/07/2022,Maafushi,Fuvahmulah,Portico,Seabrook,412,76629,146660796,114840238,9749046,11666342,180,171
20/07/2022,26/07/2022,Naifaru,Male,Metromic,Cremont,1181,440190,148745814,210806573,3859694,10263124,208,27
20/07/2022,26/07/2022,Naifaru,Maafushi,Metromic,Portico,1181,440190,37674467,127665868,6528529,8729495,125,432
20/07/2022,26/07/2022,Naifaru,Naifaru,Metromic,Metromic,1181,440190,216780490,101676003,1201544,11806165,77,812
20/07/2022,26/07/2022,Naifaru,Baros,Metromic,Stonewall,1181,440190,240969105,238979711,3976316,634172,216,2
20/07/2022,26/07/2022,Naifaru,Fuvahmulah,Metromic,Seabrook,1181,440190,61667163,69771455,13266285,10575325,466,521
20/07/2022,26/07/2022,Baros,Male,Stonewall,Cremont,15,84205,15035794,33415906,3543347,14786150,37,49
20/07/2022,26/07/2022,Baros,Maafushi,Stonewall,Portico,15,84205,203329,1803714,6249320,12889215,211,802
20/07/2022,26/07/2022,Baros,Naifaru,Stonewall,Metromic,15,84205,219763267,244492249,597284,9904680,301,299
20/07/2022,26/07/2022,Baros,Baros,Stonewall,Stonewall,15,84205,32423106,61980809,3145629,16767186,203,414
20/07/2022,26/07/2022,Baros,Fuvahmulah,Stonewall,Seabrook,15,84205,33842973,49076280,3471691,3742415,164,817
20/07/2022,26/07/2022,Fuvahmulah,Male,Seabrook,Cremont,1334,161982,170988222,222228995,18682457,8354633,341,597
20/07/2022,26/07/2022,Fuvahmulah,Maafushi,Seabrook,Portico,1334,161982,211823129,14403350,7093238,7980354,490,774
20/07/2022,26/07/2022,Fuvahmulah,Naifaru,Seabrook,Metromic,1334,161982,196769776,232631704,13172625,15477743,1,133
20/07/2022,26/07/2022,Fuvahmulah,Baros,Seabrook,Stonewall,1334,161982,53880149,27955796,3134811,1473811,274,489
20/07/2022,26/07/2022,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,1334,161982,126431935,50656235,8859096,13911414,445,818
27/07/2022,02/08/2022,Male,Male,Cremont,Cremont,196,277887,137667590,240727236,7998614,15958224,242,682
27/07/2022,02/08/2022,Male,Maafushi,Cremont,Portico,196,277887,191212040,240012996,10883491,2569338,211,49
27/07/2022,02/08/2022,Male,Naifaru,Cremont,Metromic,196,277887,114737955,96430448,17251840,2727519,472,263
27/07/2022,02/08/2022,Male,Baros,Cremont,Stonewall,196,277887,10440154,25767254,3919009,9807364,190,575
27/07/2022,02/08/2022,Male,Fuvahmulah,Cremont,Seabrook,196,277887,119385210,135173395,19225837,4354515,133,145
27/07/2022,02/08/2022,Maafushi,Male,Portico,Cremont,469,169470,6139046,143595193,2691641,18898381,209,784
27/07/2022,02/08/2022,Maafushi,Maafushi,Portico,Portico,469,169470,245574411,13769051,16915712,10768631,361,638
27/07/2022,02/08/2022,Maafushi,Naifaru,Portico,Metromic,469,169470,151661512,67297853,4822852,241982,433,494
27/07/2022,02/08/2022,Maafushi,Baros,Portico,Stonewall,469,169470,105241696,217977000,17689661,13972600,96,37
27/07/2022,02/08/2022,Maafushi,Fuvahmulah,Portico,Seabrook,469,169470,64302890,235409732,8089982,12146819,328,831
27/07/2022,02/08/2022,Naifaru,Male,Metromic,Cremont,378,284112,56832326,125388312,16273636,3477610,169,324
27/07/2022,02/08/2022,Naifaru,Maafushi,Metromic,Portico,378,284112,226265041,158694761,5166796,4628761,466,619
27/07/2022,02/08/2022,Naifaru,Naifaru,Metromic,Metromic,378,284112,69769561,47516635,5417957,1119614,395,255
27/07/2022,02/08/2022,Naifaru,Baros,Metromic,Stonewall,378,284112,147880114,8719088,13844793,6801357,257,321
27/07/2022,02/08/2022,Naifaru,Fuvahmulah,Metromic,Seabrook,378,284112,204519288,11571634,19613306,19907538,383,833
27/07/2022,02/08/2022,Baros,Male,Stonewall,Cremont,789,452723,118285956,9608120,15127530,18052201,326,741
27/07/2022,02/08/2022,Baros,Maafushi,Stonewall,Portico,789,452723,98549901,63696432,14974405,5036770,351,167
27/07/2022,02/08/2022,Baros,Naifaru,Stonewall,Metromic,789,452723,241727821,26180636,11469345,1787031,422,532
27/07/2022,02/08/2022,Baros,Baros,Stonewall,Stonewall,789,452723,233752951,172137002,13295266,3427431,106,699
27/07/2022,02/08/2022,Baros,Fuvahmulah,Stonewall,Seabrook,789,452723,240527961,31838351,8256374,1586145,205,692
27/07/2022,02/08/2022,Fuvahmulah,Male,Seabrook,Cremont,301,107673,218230579,68093458,8776613,4744749,215,163
27/07/2022,02/08/2022,Fuvahmulah,Maafushi,Seabrook,Portico,301,107673,127723402,219766541,15949489,16946456,4,666
27/07/2022,02/08/2022,Fuvahmulah,Naifaru,Seabrook,Metromic,301,107673,161944191,66900853,17967753,625635,479,513
27/07/2022,02/08/2022,Fuvahmulah,Baros,Seabrook,Stonewall,301,107673,106450446,156681231,15009708,19937854,486,114
27/07/2022,02/08/2022,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,301,107673,231719714,1488937,3623256,15253735,193,447
03/08/2022,09/08/2022,Male,Male,Cremont,Cremont,102,429897,57657422,21628760,12619340,6187316,402,798
03/08/2022,09/08/2022,Male,Maafushi,Cremont,Portico,102,429897,152512160,247401738,5922717,12486171,201,402
03/08/2022,09/08/2022,Male,Naifaru,Cremont,Metromic,102,429897,106049623,158787209,16097939,781000,397,560
03/08/2022,09/08/2022,Male,Baros,Cremont,Stonewall,102,429897,126455306,66370241,17553285,7686248,434,251
03/08/2022,09/08/2022,Male,Fuvahmulah,Cremont,Seabrook,102,429897,13494881,99908826,5015104,4658692,437,38
03/08/2022,09/08/2022,Maafushi,Male,Portico,Cremont,1059,445230,71360351,55927427,1735292,2299059,122,446
03/08/2022,09/08/2022,Maafushi,Maafushi,Portico,Portico,1059,445230,204241309,237368489,1699421,15883364,85,856
03/08/2022,09/08/2022,Maafushi,Naifaru,Portico,Metromic,1059,445230,214735772,135968274,14346632,11240060,417,594
03/08/2022,09/08/2022,Maafushi,Baros,Portico,Stonewall,1059,445230,246764199,226003998,5228128,12509247,290,625
03/08/2022,09/08/2022,Maafushi,Fuvahmulah,Portico,Seabrook,1059,445230,34944808,225016318,11230833,8986646,191,441
03/08/2022,09/08/2022,Naifaru,Male,Metromic,Cremont,633,156043,152200107,146044919,11275656,12164970,453,404
03/08/2022,09/08/2022,Naifaru,Maafushi,Metromic,Portico,633,156043,87344589,165073704,10289804,19101928,380,291
03/08/2022,09/08/2022,Naifaru,Naifaru,Metromic,Metromic,633,156043,226587025,206543614,3618771,8767223,491,574
03/08/2022,09/08/2022,Naifaru,Baros,Metromic,Stonewall,633,156043,195776335,187198521,11708543,8775657,333,240
03/08/2022,09/08/2022,Naifaru,Fuvahmulah,Metromic,Seabrook,633,156043,82081142,96227853,5041539,10664500,331,370
03/08/2022,09/08/2022,Baros,Male,Stonewall,Cremont,655,135928,236656946,240841302,9729732,13761556,38,95
03/08/2022,09/08/2022,Baros,Maafushi,Stonewall,Portico,655,135928,250383261,89470914,9438371,7334233,120,778
03/08/2022,09/08/2022,Baros,Naifaru,Stonewall,Metromic,655,135928,214451150,145917777,9261126,4999971,21,506
03/08/2022,09/08/2022,Baros,Baros,Stonewall,Stonewall,655,135928,40708713,45126855,11282249,11950645,232,183
03/08/2022,09/08/2022,Baros,Fuvahmulah,Stonewall,Seabrook,655,135928,127906867,38904547,13107180,3276180,290,766
03/08/2022,09/08/2022,Fuvahmulah,Male,Seabrook,Cremont,1590,85461,47344591,157042734,10022825,18263363,283,783
03/08/2022,09/08/2022,Fuvahmulah,Maafushi,Seabrook,Portico,1590,85461,8023531,77752434,19543421,17666180,301,134
03/08/2022,09/08/2022,Fuvahmulah,Naifaru,Seabrook,Metromic,1590,85461,202956098,153819108,16651175,243644,227,221
03/08/2022,09/08/2022,Fuvahmulah,Baros,Seabrook,Stonewall,1590,85461,156416707,164190900,1568350,1131874,99,499
03/08/2022,09/08/2022,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,1590,85461,244727507,90916811,18952742,1405421,210,651
10/08/2022,16/08/2022,Male,Male,Cremont,Cremont,1447,398916,144712992,246256254,19999721,9471848,162,873
10/08/2022,16/08/2022,Male,Maafushi,Cremont,Portico,1447,398916,75196343,113036325,18113676,489935,116,8
10/08/2022,16/08/2022,Male,Naifaru,Cremont,Metromic,1447,398916,120838116,210762820,11601708,271842,104,261
10/08/2022,16/08/2022,Male,Baros,Cremont,Stonewall,1447,398916,53380464,220538507,7015752,92862,91,310
10/08/2022,16/08/2022,Male,Fuvahmulah,Cremont,Seabrook,1447,398916,160134881,195171480,19315606,13830109,122,93
10/08/2022,16/08/2022,Maafushi,Male,Portico,Cremont,1578,6373,170599143,129473983,7588320,13273349,16,523
10/08/2022,16/08/2022,Maafushi,Maafushi,Portico,Portico,1578,6373,148553248,215093444,10808841,1429990,297,637
10/08/2022,16/08/2022,Maafushi,Naifaru,Portico,Metromic,1578,6373,211014120,240287547,4313933,6824490,83,703
10/08/2022,16/08/2022,Maafushi,Baros,Portico,Stonewall,1578,6373,198240671,186586345,19405141,4896619,342,479
10/08/2022,16/08/2022,Maafushi,Fuvahmulah,Portico,Seabrook,1578,6373,115814651,209200971,19258550,14862435,402,512
10/08/2022,16/08/2022,Naifaru,Male,Metromic,Cremont,1219,350728,208988368,216506297,18475445,9944282,341,700
10/08/2022,16/08/2022,Naifaru,Maafushi,Metromic,Portico,1219,350728,187399182,17834597,11891121,9906001,442,574
10/08/2022,16/08/2022,Naifaru,Naifaru,Metromic,Metromic,1219,350728,42384056,44830718,7416766,10731599,276,561
10/08/2022,16/08/2022,Naifaru,Baros,Metromic,Stonewall,1219,350728,176863758,216334087,7798686,4035391,77,583
10/08/2022,16/08/2022,Naifaru,Fuvahmulah,Metromic,Seabrook,1219,350728,53027374,59458998,580861,967252,10,429
10/08/2022,16/08/2022,Baros,Male,Stonewall,Cremont,1138,79146,122671146,32742839,14387861,3926511,405,659
10/08/2022,16/08/2022,Baros,Maafushi,Stonewall,Portico,1138,79146,21819040,86308014,8481167,2982627,379,769
10/08/2022,16/08/2022,Baros,Naifaru,Stonewall,Metromic,1138,79146,201017475,136594216,11426205,18027559,216,720
10/08/2022,16/08/2022,Baros,Baros,Stonewall,Stonewall,1138,79146,166974487,236086100,18505933,11093459,214,571
10/08/2022,16/08/2022,Baros,Fuvahmulah,Stonewall,Seabrook,1138,79146,180028976,122759938,48308,7366124,384,340
10/08/2022,16/08/2022,Fuvahmulah,Male,Seabrook,Cremont,843,93946,74490832,68575489,19320764,6633637,353,92
10/08/2022,16/08/2022,Fuvahmulah,Maafushi,Seabrook,Portico,843,93946,112418994,134679550,16781779,2332419,499,551
10/08/2022,16/08/2022,Fuvahmulah,Naifaru,Seabrook,Metromic,843,93946,177002487,79829048,12489424,7588750,453,548
10/08/2022,16/08/2022,Fuvahmulah,Baros,Seabrook,Stonewall,843,93946,123662180,68056186,10547208,19816671,455,47
10/08/2022,16/08/2022,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,843,93946,164422239,34490300,2216624,1634388,463,854
17/08/2022,23/08/2022,Male,Male,Cremont,Cremont,499,289436,116222911,108147832,18624264,15962844,155,704
17/08/2022,23/08/2022,Male,Maafushi,Cremont,Portico,499,289436,145089692,4201005,7468448,10656053,360,325
17/08/2022,23/08/2022,Male,Naifaru,Cremont,Metromic,499,289436,228400550,136430635,12429685,5698524,448,748
17/08/2022,23/08/2022,Male,Baros,Cremont,Stonewall,499,289436,83508877,37004537,1786937,7713533,77,239
17/08/2022,23/08/2022,Male,Fuvahmulah,Cremont,Seabrook,499,289436,102590392,172265176,1389607,13076545,495,453
17/08/2022,23/08/2022,Maafushi,Male,Portico,Cremont,1559,67426,143277742,212539041,10529514,2117897,391,714
17/08/2022,23/08/2022,Maafushi,Maafushi,Portico,Portico,1559,67426,209921622,202270680,8126599,14324572,468,257
17/08/2022,23/08/2022,Maafushi,Naifaru,Portico,Metromic,1559,67426,4452380,247033781,8745665,140504,489,61
17/08/2022,23/08/2022,Maafushi,Baros,Portico,Stonewall,1559,67426,5488805,86167399,9952763,14329099,245,823
17/08/2022,23/08/2022,Maafushi,Fuvahmulah,Portico,Seabrook,1559,67426,251581903,196841215,6048425,16701141,46,424
17/08/2022,23/08/2022,Naifaru,Male,Metromic,Cremont,1336,100092,9233290,160346163,14745131,780214,14,235
17/08/2022,23/08/2022,Naifaru,Maafushi,Metromic,Portico,1336,100092,77819428,228395526,19355845,5976352,422,236
17/08/2022,23/08/2022,Naifaru,Naifaru,Metromic,Metromic,1336,100092,133110908,237291122,1788736,3904530,58,93
17/08/2022,23/08/2022,Naifaru,Baros,Metromic,Stonewall,1336,100092,85730622,146993193,11521170,9836677,438,780
17/08/2022,23/08/2022,Naifaru,Fuvahmulah,Metromic,Seabrook,1336,100092,220383670,67805006,4092167,13474629,250,397
17/08/2022,23/08/2022,Baros,Male,Stonewall,Cremont,1085,415108,178456780,112460968,7692372,2491599,377,379
17/08/2022,23/08/2022,Baros,Maafushi,Stonewall,Portico,1085,415108,57296675,19953313,487669,177138,367,418
17/08/2022,23/08/2022,Baros,Naifaru,Stonewall,Metromic,1085,415108,223821182,79243374,14803458,2039126,285,160
17/08/2022,23/08/2022,Baros,Baros,Stonewall,Stonewall,1085,415108,220779048,166048158,6585626,16804136,247,157
17/08/2022,23/08/2022,Baros,Fuvahmulah,Stonewall,Seabrook,1085,415108,114826794,213576389,5898279,12424282,466,685
17/08/2022,23/08/2022,Fuvahmulah,Male,Seabrook,Cremont,1633,272226,45128434,228260270,11263630,10811620,403,201
17/08/2022,23/08/2022,Fuvahmulah,Maafushi,Seabrook,Portico,1633,272226,154335299,196706069,8373549,14643453,338,99
17/08/2022,23/08/2022,Fuvahmulah,Naifaru,Seabrook,Metromic,1633,272226,106743921,21355571,13977129,17595132,311,136
17/08/2022,23/08/2022,Fuvahmulah,Baros,Seabrook,Stonewall,1633,272226,70593256,49208589,7327083,12483138,305,336
17/08/2022,23/08/2022,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,1633,272226,198035957,37059112,6854259,155525,204,839
24/08/2022,30/08/2022,Male,Male,Cremont,Cremont,638,17995,145883893,161706091,14430256,8287913,119,118
24/08/2022,30/08/2022,Male,Maafushi,Cremont,Portico,638,17995,218987978,98681790,3102385,3403580,454,235
24/08/2022,30/08/2022,Male,Naifaru,Cremont,Metromic,638,17995,216137006,38184863,14462274,16090122,390,315
24/08/2022,30/08/2022,Male,Baros,Cremont,Stonewall,638,17995,243284456,116932276,10270519,3439594,51,56
24/08/2022,30/08/2022,Male,Fuvahmulah,Cremont,Seabrook,638,17995,20155707,214614741,17804101,18595952,309,230
24/08/2022,30/08/2022,Maafushi,Male,Portico,Cremont,184,130942,27683440,228532929,10234321,14733000,6,810
24/08/2022,30/08/2022,Maafushi,Maafushi,Portico,Portico,184,130942,38825439,220483847,14455361,4935457,105,228
24/08/2022,30/08/2022,Maafushi,Naifaru,Portico,Metromic,184,130942,21968479,145361181,11537071,14911181,337,71
24/08/2022,30/08/2022,Maafushi,Baros,Portico,Stonewall,184,130942,177329241,93122065,19602050,8371144,176,308
24/08/2022,30/08/2022,Maafushi,Fuvahmulah,Portico,Seabrook,184,130942,128599821,198703949,8418750,12598512,174,475
24/08/2022,30/08/2022,Naifaru,Male,Metromic,Cremont,760,146018,24991931,76376975,13768035,12418620,251,1
24/08/2022,30/08/2022,Naifaru,Maafushi,Metromic,Portico,760,146018,147928657,182084115,1896244,6640165,233,848
24/08/2022,30/08/2022,Naifaru,Naifaru,Metromic,Metromic,760,146018,203309141,39384380,2471243,6290141,386,848
24/08/2022,30/08/2022,Naifaru,Baros,Metromic,Stonewall,760,146018,164836565,209324608,9371454,18892904,242,562
24/08/2022,30/08/2022,Naifaru,Fuvahmulah,Metromic,Seabrook,760,146018,218833148,208055616,10448006,2203338,188,92
24/08/2022,30/08/2022,Baros,Male,Stonewall,Cremont,30,96612,189467185,206508848,10228904,16313439,352,259
24/08/2022,30/08/2022,Baros,Maafushi,Stonewall,Portico,30,96612,138385404,146734041,1102258,15163521,75,347
24/08/2022,30/08/2022,Baros,Naifaru,Stonewall,Metromic,30,96612,81428216,168760275,787711,12510888,267,463
24/08/2022,30/08/2022,Baros,Baros,Stonewall,Stonewall,30,96612,150676636,28109350,15672744,6857640,155,450
24/08/2022,30/08/2022,Baros,Fuvahmulah,Stonewall,Seabrook,30,96612,131371784,219569310,14629232,12103270,265,471
24/08/2022,30/08/2022,Fuvahmulah,Male,Seabrook,Cremont,134,416457,251089378,222857321,9991040,4227829,320,279
24/08/2022,30/08/2022,Fuvahmulah,Maafushi,Seabrook,Portico,134,416457,36259887,33437910,2192926,19381270,365,566
24/08/2022,30/08/2022,Fuvahmulah,Naifaru,Seabrook,Metromic,134,416457,128644323,24087004,11662787,16167367,84,171
24/08/2022,30/08/2022,Fuvahmulah,Baros,Seabrook,Stonewall,134,416457,50509387,147659151,11631239,19166965,433,742
24/08/2022,30/08/2022,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,134,416457,136936932,240555413,14731045,10702161,250,816
31/08/2022,06/09/2022,Male,Male,Cremont,Cremont,704,20496,196661161,248700798,12332436,10506259,68,382
31/08/2022,06/09/2022,Male,Maafushi,Cremont,Portico,704,20496,186847165,136215917,3688114,3904107,316,873
31/08/2022,06/09/2022,Male,Naifaru,Cremont,Metromic,704,20496,59083853,151198999,2905323,17646338,65,415
31/08/2022,06/09/2022,Male,Baros,Cremont,Stonewall,704,20496,125738127,123871109,12283443,1159470,214,434
31/08/2022,06/09/2022,Male,Fuvahmulah,Cremont,Seabrook,704,20496,164463119,177052515,17281014,6021483,234,156
31/08/2022,06/09/2022,Maafushi,Male,Portico,Cremont,1456,128411,46354349,11279327,11837087,725147,471,277
31/08/2022,06/09/2022,Maafushi,Maafushi,Portico,Portico,1456,128411,140228962,215624693,11000518,18506937,262,69
31/08/2022,06/09/2022,Maafushi,Naifaru,Portico,Metromic,1456,128411,172539869,221709686,12235958,5423544,230,793
31/08/2022,06/09/2022,Maafushi,Baros,Portico,Stonewall,1456,128411,88939717,6622368,14827188,11901804,416,75
31/08/2022,06/09/2022,Maafushi,Fuvahmulah,Portico,Seabrook,1456,128411,19945890,63064622,12429569,11323895,264,77
31/08/2022,06/09/2022,Naifaru,Male,Metromic,Cremont,665,296545,218320986,63915472,7521072,16946627,196,509
31/08/2022,06/09/2022,Naifaru,Maafushi,Metromic,Portico,665,296545,92851228,221361255,12901985,3022086,377,191
31/08/2022,06/09/2022,Naifaru,Naifaru,Metromic,Metromic,665,296545,133714876,250974222,16045715,19257709,3,309
31/08/2022,06/09/2022,Naifaru,Baros,Metromic,Stonewall,665,296545,59900460,49160683,10930189,10032206,455,686
31/08/2022,06/09/2022,Naifaru,Fuvahmulah,Metromic,Seabrook,665,296545,30327298,45078904,1908671,7854063,70,608
31/08/2022,06/09/2022,Baros,Male,Stonewall,Cremont,1369,314176,251849513,103721769,12069041,9762616,468,475
31/08/2022,06/09/2022,Baros,Maafushi,Stonewall,Portico,1369,314176,136989766,163340865,16988391,4825140,386,438
31/08/2022,06/09/2022,Baros,Naifaru,Stonewall,Metromic,1369,314176,188400422,136577916,17250382,287525,32,608
31/08/2022,06/09/2022,Baros,Baros,Stonewall,Stonewall,1369,314176,229872667,51619162,16790049,12437252,470,440
31/08/2022,06/09/2022,Baros,Fuvahmulah,Stonewall,Seabrook,1369,314176,126234576,125992921,12615554,10333314,459,777
31/08/2022,06/09/2022,Fuvahmulah,Male,Seabrook,Cremont,144,266512,129313599,228540236,10250227,7660946,389,408
31/08/2022,06/09/2022,Fuvahmulah,Maafushi,Seabrook,Portico,144,266512,76308033,102025460,2130648,11846369,186,697
31/08/2022,06/09/2022,Fuvahmulah,Naifaru,Seabrook,Metromic,144,266512,95219552,140513514,16176256,15453218,160,84
31/08/2022,06/09/2022,Fuvahmulah,Baros,Seabrook,Stonewall,144,266512,59999432,74626881,18707845,541706,458,646
31/08/2022,06/09/2022,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,144,266512,21679109,39899268,19474568,12146330,458,648
07/09/2022,13/09/2022,Male,Male,Cremont,Cremont,249,281878,57067301,49011293,17722421,4617592,412,509
07/09/2022,13/09/2022,Male,Maafushi,Cremont,Portico,249,281878,215990857,30635697,14406452,2462877,121,311
07/09/2022,13/09/2022,Male,Naifaru,Cremont,Metromic,249,281878,186626074,44893619,7019935,3984111,169,270
07/09/2022,13/09/2022,Male,Baros,Cremont,Stonewall,249,281878,35292995,208844840,11966424,16123644,334,12
07/09/2022,13/09/2022,Male,Fuvahmulah,Cremont,Seabrook,249,281878,117591816,93973637,3240957,7454508,390,280
07/09/2022,13/09/2022,Maafushi,Male,Portico,Cremont,1444,81209,63444293,194186940,5300435,12702007,492,871
07/09/2022,13/09/2022,Maafushi,Maafushi,Portico,Portico,1444,81209,218669970,66119157,2456403,8300449,495,555
07/09/2022,13/09/2022,Maafushi,Naifaru,Portico,Metromic,1444,81209,81935589,23070077,16025704,2650399,411,348
07/09/2022,13/09/2022,Maafushi,Baros,Portico,Stonewall,1444,81209,112710533,69214547,3725938,5491760,353,497
07/09/2022,13/09/2022,Maafushi,Fuvahmulah,Portico,Seabrook,1444,81209,14093739,133472444,7260991,762872,273,804
07/09/2022,13/09/2022,Naifaru,Male,Metromic,Cremont,720,27038,231924143,1480583,1747682,3057858,242,478
07/09/2022,13/09/2022,Naifaru,Maafushi,Metromic,Portico,720,27038,197996703,62050778,12855441,12847309,435,394
07/09/2022,13/09/2022,Naifaru,Naifaru,Metromic,Metromic,720,27038,41139516,181259845,3094117,10553587,179,709
07/09/2022,13/09/2022,Naifaru,Baros,Metromic,Stonewall,720,27038,5077020,190421482,13457200,7401082,359,8
07/09/2022,13/09/2022,Naifaru,Fuvahmulah,Metromic,Seabrook,720,27038,182924747,44859169,19961279,4463455,278,674
07/09/2022,13/09/2022,Baros,Male,Stonewall,Cremont,1466,298970,78145025,120556803,17942982,16284618,102,42
07/09/2022,13/09/2022,Baros,Maafushi,Stonewall,Portico,1466,298970,135061417,79685298,9226589,16455792,488,876
07/09/2022,13/09/2022,Baros,Naifaru,Stonewall,Metromic,1466,298970,240314932,200129555,9114664,8785969,120,523
07/09/2022,13/09/2022,Baros,Baros,Stonewall,Stonewall,1466,298970,245240493,100219376,15052522,1900927,187,220
07/09/2022,13/09/2022,Baros,Fuvahmulah,Stonewall,Seabrook,1466,298970,37397000,75095542,7924470,13204314,33,23
07/09/2022,13/09/2022,Fuvahmulah,Male,Seabrook,Cremont,326,345601,86584402,65921207,11538313,14171760,394,776
07/09/2022,13/09/2022,Fuvahmulah,Maafushi,Seabrook,Portico,326,345601,204312626,177646170,19633125,8704120,493,770
07/09/2022,13/09/2022,Fuvahmulah,Naifaru,Seabrook,Metromic,326,345601,242818842,214931526,17485577,8537229,213,398
07/09/2022,13/09/2022,Fuvahmulah,Baros,Seabrook,Stonewall,326,345601,9245015,133822278,12682409,2695634,222,455
07/09/2022,13/09/2022,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,326,345601,132695606,74211029,10128074,16128004,118,763
14/09/2022,20/09/2022,Male,Male,Cremont,Cremont,550,476245,36113484,24188741,2717567,1330877,307,679
14/09/2022,20/09/2022,Male,Maafushi,Cremont,Portico,550,476245,35680168,74576071,16268238,16574925,189,532
14/09/2022,20/09/2022,Male,Naifaru,Cremont,Metromic,550,476245,29237608,13651941,17335842,18268006,320,437
14/09/2022,20/09/2022,Male,Baros,Cremont,Stonewall,550,476245,69932380,184278155,5286826,19864476,213,359
14/09/2022,20/09/2022,Male,Fuvahmulah,Cremont,Seabrook,550,476245,164585032,160687113,13506289,3321342,334,231
14/09/2022,20/09/2022,Maafushi,Male,Portico,Cremont,116,434005,185068115,91828689,8996879,1436819,251,619
14/09/2022,20/09/2022,Maafushi,Maafushi,Portico,Portico,116,434005,235056102,118428645,12653802,15421842,293,490
14/09/2022,20/09/2022,Maafushi,Naifaru,Portico,Metromic,116,434005,70528405,249871383,19242922,2927117,481,649
14/09/2022,20/09/2022,Maafushi,Baros,Portico,Stonewall,116,434005,109414669,101649410,14821925,10834081,330,525
